level_0,index,name,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review
126,321,Eveland the Place to Stay & Enjoy a 5-⭐️ 2bdrm,12345699010,VERIFIED,Carroll,Brooklyn,South Slope,40.66552,-73.99019,United States,US,1,flexible,Entire home/apt,2011.0,1038,$208 ,2.0,398.0,6/28/2019
127,323,Hells Kitchen Garden of Eden,71445626554,VERIFIED,Ellis,Manhattan,Hell's Kitchen,40.76248,-73.9913,United States,US,1,flexible,Private room,2014.0,72,$14 ,3.0,36.0,6/14/2019
128,324,"Historic House Boerum Hill, BK, NYC",51050931496,VERIFIED,Wright,Brooklyn,Boerum Hill,40.68674,-73.98876,United States,US,1,moderate,Entire home/apt,2013.0,162,$32 ,4.0,6.0,2/5/2016
129,325,Lovely 3 bedroom in Italianate Brownstone w/garden,74406592227,VERIFIED,Mason,Brooklyn,Clinton Hill,40.6848,-73.96219,United States,US,0,flexible,Entire home/apt,2006.0,701,$140 ,6.0,14.0,4/20/2019
130,326,"Williamsburg HUGE, PRIVATE BATH - Next to Train!",20607602860,UNCONFIRMED,Ross,Brooklyn,Williamsburg,40.70516,-73.95455,United States,US,1,moderate,Private room,2021.0,566,$113 ,14.0,76.0,3/31/2019
131,347,"WONDERFUL, COMFORTABLE STUDIO",81851894009,UNCONFIRMED,Casey,Brooklyn,Bedford-Stuyvesant,40.68048,-73.94911,United States,US,1,moderate,Entire home/apt,2013.0,174,$35 ,3.0,218.0,6/28/2019
132,349,"Modern, Safe, Clean, Bright Room in Astoria for 2",53540437335,VERIFIED,Higgins,Queens,Astoria,40.75961,-73.91117,United States,US,1,moderate,Private room,2003.0,292,$58 ,1.0,42.0,7/6/2019
133,360,"MANHATTAN Neat, Nice, Bright ROOM",81492867264,VERIFIED,Phillips,Manhattan,Washington Heights,40.85295,-73.93361,United States,US,0,flexible,Private room,2021.0,50,$10 ,2.0,136.0,6/17/2019
134,362,Large Brand New Park Slope 1BR,2038352340,UNCONFIRMED,Andrews,Brooklyn,Gowanus,40.66918,-73.99187,United States,US,0,flexible,Entire home/apt,2006.0,575,$115 ,7.0,98.0,6/28/2019
135,363,Colorful Artistic Williamsburg Apt,59139947513,VERIFIED,Parker,Brooklyn,Williamsburg,40.71125,-73.95613,United States,US,1,strict,Private room,2011.0,99,$20 ,3.0,31.0,3/1/2019
136,364,UWS Brownstone Near Central Park,97440036171,VERIFIED,Grant,Manhattan,Upper West Side,40.78558,-73.9696,United States,US,0,moderate,Entire home/apt,2012.0,52,$10 ,21.0,45.0,1/1/2018
137,365,Artsy TopFloor Apt in PRIME BEDFORD Williamsburg,47892993006,UNCONFIRMED,Mason,Brooklyn,Williamsburg,40.71577,-73.96053,United States,US,1,moderate,Entire home/apt,2019.0,964,$193 ,3.0,124.0,6/26/2019
138,366,2 BR w/ Terrace @ Box House Hotel,51169192919,UNCONFIRMED,Dixon,Brooklyn,Greenpoint,40.73861,-73.95485,United States,US,0,flexible,Private room,2004.0,68,$14 ,3.0,9.0,5/19/2018
139,367,BOHEMIAN EAST VILLAGE 2 BED HAVEN,9878435050,UNCONFIRMED,Montgomery,Manhattan,East Village,40.72577,-73.98745,United States,US,1,moderate,Entire home/apt,2017.0,549,$110 ,5.0,166.0,5/27/2019
140,368,Oceanfront Apartment in Rockaway,81066007591,VERIFIED,Reed,Queens,Rockaway Beach,40.58615,-73.81245,United States,US,0,flexible,Private room,2011.0,438,$88 ,27.0,13.0,9/21/2015
141,369,Private 1-Bedroom Apt in Townhouse,92401344286,VERIFIED,Johnston,Brooklyn,Crown Heights,40.67086,-73.94872,United States,US,1,moderate,Entire home/apt,2006.0,490,$98 ,30.0,15.0,1/5/2019
142,370,Bright Room With A Great River View,94733064515,VERIFIED,Lloyd,Manhattan,Harlem,40.82773,-73.95231,United States,US,1,strict,Private room,2013.0,1137,$227 ,3.0,380.0,6/26/2019
143,371,Tree lined block modern apartment,25094598253,VERIFIED,Rogers,Brooklyn,Bedford-Stuyvesant,40.68505,-73.95684,United States,US,0,flexible,Entire home/apt,2016.0,1170,$234 ,2.0,86.0,6/16/2019
144,372,Sweet Historic Greenpoint Duplex,29523917719,UNCONFIRMED,Miller,Brooklyn,Greenpoint,40.72911,-73.95493,United States,US,1,strict,Entire home/apt,2011.0,753,$151 ,3.0,248.0,6/20/2019
145,373,Riverside Charm with Fire Place,55463847321,VERIFIED,Cole,Manhattan,Upper West Side,40.77944,-73.98567,United States,US,1,strict,Entire home/apt,2014.0,369,$74 ,5.0,49.0,6/19/2019
146,374,"Very Central, Nomad/Chelsea Loft Studio",67967578281,UNCONFIRMED,Kelly,Manhattan,Midtown,40.74503,-73.98876,United States,US,1,strict,Entire home/apt,2022.0,508,$102 ,18.0,54.0,7/3/2019
147,375,Sunny 3BR Apt Ideal for Family,19967814023,UNCONFIRMED,Foster,Brooklyn,Crown Heights,40.67539,-73.96093,United States,US,1,flexible,Entire home/apt,2003.0,443,$89 ,7.0,3.0,1/1/2013
148,376,Cozy Private Room in West Harlem!,47844092672,VERIFIED,Higgins,Manhattan,Harlem,40.8054,-73.95189,United States,US,0,strict,Private room,2005.0,947,$189 ,1.0,1.0,1/2/2016
149,377,UES Quiet & Spacious 1 bdrm for 4,16999172748,UNCONFIRMED,Richardson,Manhattan,Upper East Side,40.78491,-73.9508,United States,US,0,flexible,Entire home/apt,2021.0,857,$171 ,2.0,56.0,12/28/2018
150,378,ALL ABOUT A VERY COMFORTABLE ROOM..,42067422922,VERIFIED,Wells,Brooklyn,Fort Greene,40.69088,-73.97307,United States,US,0,flexible,Private room,2018.0,861,$172 ,2.0,163.0,5/24/2019
151,379,Brooklyn- Crown Heights Garden Apt.,11659629495,UNCONFIRMED,Kelley,Brooklyn,Crown Heights,40.67555,-73.95057,United States,US,1,strict,Private room,2010.0,536,$107 ,2.0,247.0,6/21/2019
152,380,Cozy room in Time Square!,44133572709,VERIFIED,Williams,Manhattan,Hell's Kitchen,40.75835,-73.99193,United States,US,1,moderate,Private room,2017.0,690,$138 ,10.0,116.0,5/11/2019
153,381,Large Park Slope Townhouse Duplex,36919388172,UNCONFIRMED,Mitchell,Brooklyn,South Slope,40.66527,-73.9886,United States,US,0,flexible,Entire home/apt,2003.0,971,$194 ,14.0,27.0,5/19/2019
154,382,Lower East Side 2 Bedroom Apt,60675986023,VERIFIED,West,Manhattan,Lower East Side,40.71895,-73.99434,United States,US,0,strict,Entire home/apt,2008.0,696,$139 ,1.0,52.0,6/8/2019
155,383,"Manhattan Studio, Perfect Location",44123434263,UNCONFIRMED,Smith,Manhattan,Midtown,40.75579,-73.96699,United States,US,0,flexible,Entire home/apt,2014.0,1188,$238 ,6.0,39.0,9/24/2018
156,393,Spacious Brooklyn Loft - 2 Bedroom,38478718480,VERIFIED,Fowler,Brooklyn,Williamsburg,40.72063,-73.95952,United States,US,1,flexible,Entire home/apt,2010.0,586,$117 ,2.0,29.0,6/23/2019
157,394,"Park Slope Apt:, Spacious 2 bedroom",84147864821,UNCONFIRMED,Smith,Brooklyn,Park Slope,40.67644,-73.98082,United States,US,1,strict,Entire home/apt,2017.0,608,$122 ,2.0,23.0,5/2/2016
158,395,NYC Studio for Rent in Townhouse,40348053102,UNCONFIRMED,Tucker,Manhattan,Harlem,40.80481,-73.94794,United States,US,0,strict,Entire home/apt,2015.0,964,$193 ,2.0,142.0,6/16/2019
159,396,⚡Quiet Gem w/roof deck on NY's Hottest Street⚡,91864950988,VERIFIED,Holmes,Manhattan,East Village,40.72533,-73.99143,United States,US,1,strict,Entire home/apt,2010.0,154,$31 ,2.0,70.0,7/1/2019
160,397,Authentic New York City Living,5274414000,VERIFIED,Allen,Brooklyn,Bedford-Stuyvesant,40.68569,-73.93038,United States,US,1,strict,Private room,2008.0,132,$26 ,2.0,38.0,6/3/2019
161,398,SUPER BIG AND COZY PRIVATE BEDROOM,50336791874,VERIFIED,Tucker,Brooklyn,Kensington,40.64302,-73.97255,United States,US,0,flexible,Private room,2015.0,779,$156 ,-1.0,82.0,5/19/2019
162,399,☆Massive DUPLEX☆ 2BR & 2BTH East Village 9+ Guests,67025449634,UNCONFIRMED,Higgins,Manhattan,East Village,40.72939,-73.98857,United States,US,1,moderate,Entire home/apt,2014.0,619,$124 ,2.0,403.0,7/7/2019
163,400,Gorgeous Upper West Side Apartment,86170800318,UNCONFIRMED,Cameron,Manhattan,Upper West Side,40.79918,-73.96607,United States,US,1,moderate,Private room,2018.0,1155,$231 ,1.0,3.0,11/6/2014
164,413,Sunny and Spacious Designer's Home,30424058431,VERIFIED,Victoria,Brooklyn,Greenpoint,40.72212,-73.94254,United States,US,1,flexible,Entire home/apt,2022.0,1015,$203 ,5.0,8.0,7/8/2018
165,414,"Spacious,Sunny, private one bedroom",9133292331,VERIFIED,Martin,Brooklyn,Crown Heights,40.67456,-73.95151,United States,US,1,strict,Entire home/apt,2005.0,507,$101 ,20.0,70.0,1/31/2019
166,421,Charming Nolita Apartment!!,7389895192,VERIFIED,Belinda,Manhattan,Nolita,40.72094,-73.99706,United States,US,0,flexible,Entire home/apt,2008.0,874,$175 ,-10.0,68.0,6/10/2019
167,422,"EAST VILLAGE STUDIO, sunny & quiet",16078198788,UNCONFIRMED,Camila,Manhattan,East Village,40.72485,-73.97813,United States,US,1,strict,Entire home/apt,2009.0,589,$118 ,4.0,22.0,11/10/2014
168,423,LUXURY OF THE HORIZON,11305561400,UNCONFIRMED,Dexter,Manhattan,Harlem,40.80473,-73.9532,United States,US,0,strict,Entire home/apt,2018.0,725,$145 ,8.0,17.0,5/18/2019
169,434,Artsy 1 bedroom Apt. 20 min to 42nd Grand Central!,10971876811,UNCONFIRMED,Darcy,Bronx,Woodlawn,40.89747,-73.8639,United States,US,1,moderate,Entire home/apt,2010.0,811,$162 ,1.0,197.0,6/23/2019
170,435,Lower East Side 2 Bed Apt.,69167978555,UNCONFIRMED,Albert,Manhattan,Lower East Side,40.72008,-73.98404,United States,US,0,strict,Entire home/apt,2019.0,935,$187 ,4.0,19.0,7/6/2019
171,436,Astoria-Private Home NYC-,95697755445,UNCONFIRMED,Marcus,Queens,Astoria,40.75725,-73.91098,United States,US,1,flexible,Entire home/apt,2016.0,465,$93 ,1.0,414.0,7/3/2019
172,437,"BIG, COMFY , PRIV. ROOM, BIG APT, YARD, GREAT LOC.",6842214402,UNCONFIRMED,Haris,Brooklyn,Williamsburg,40.7102,-73.94495,United States,US,0,moderate,Private room,2012.0,256,$51 ,2.0,8.0,12/11/2018
173,439,CHARMING PRIVATE BEDROOM EAST VILLAGE,25500353504,VERIFIED,Miranda,Manhattan,East Village,40.72674,-73.9782,United States,US,0,flexible,Private room,2007.0,1196,$239 ,7.0,25.0,2/12/2019
174,440,City Room - Semi Private Bedroom,39254540312,UNCONFIRMED,Melissa,Manhattan,Harlem,40.81156,-73.94571,United States,US,1,moderate,Private room,2003.0,448,$90 ,3.0,119.0,5/28/2019
175,441,Cozy apartment in a brownstone,81186886194,VERIFIED,Adelaide,Manhattan,Harlem,40.80497,-73.95016,United States,US,0,moderate,Entire home/apt,2021.0,920,$184 ,-12.0,203.0,7/6/2019
176,442,Female Only Clean15min to Manhattan,14904883782,UNCONFIRMED,Aida,Queens,Sunnyside,40.7385,-73.91806,United States,US,1,strict,Private room,2017.0,805,$161 ,40.0,53.0,11/16/2018
177,443,Greenpoint Spacious Loft,77788716550,VERIFIED,Lenny,Brooklyn,Greenpoint,40.72937,-73.95671,United States,US,0,flexible,Entire home/apt,2008.0,859,$172 ,2.0,104.0,6/16/2019
178,444,Private E. Village Townhouse Stay,35414988368,UNCONFIRMED,Walter,Manhattan,East Village,40.72587,-73.98438,United States,US,0,moderate,Private room,2008.0,691,$138 ,3.0,175.0,6/28/2019
179,445,Harlem/Hamilton Heights Cozy Room,58292705877,UNCONFIRMED,Sawyer,Manhattan,Harlem,40.82426,-73.9463,United States,US,1,flexible,Private room,2006.0,693,$139 ,3.0,38.0,5/8/2018
180,446,Incredible Prime Williamsburg Loft!,40716509666,VERIFIED,Kevin,Brooklyn,Williamsburg,40.71624,-73.96272,United States,US,1,strict,Entire home/apt,2010.0,747,$149 ,45.0,39.0,5/2/2019
181,447,Large  Loft Style  Studio  Space,25614229826,VERIFIED,Penelope,Brooklyn,Bedford-Stuyvesant,40.68101,-73.94081,United States,US,0,flexible,Entire home/apt,2020.0,906,$181 ,31.0,88.0,6/16/2019
182,449,Entire Apt in Heart of Williamsburg,49315683762,VERIFIED,Heather,Brooklyn,Williamsburg,40.71534,-73.95914,United States,US,0,flexible,Entire home/apt,2022.0,252,$50 ,5.0,117.0,6/29/2019
183,450,Clinton Hill + Free Coffee = #smile,51816754540,VERIFIED,Fenton,Brooklyn,Clinton Hill,40.68288,-73.96024,United States,US,0,moderate,Private room,2017.0,718,$144 ,3.0,43.0,5/20/2019
184,454,Red Room for two in Brownstone for $1355/mo,43465301578,VERIFIED,Gianna,Brooklyn,Bedford-Stuyvesant,40.6798,-73.93908,United States,US,1,moderate,Private room,2017.0,857,$171 ,1.0,39.0,6/24/2019
185,455,"Chelsea living, 2BR best location",42275596201,UNCONFIRMED,Kirsten,Manhattan,Chelsea,40.74346,-73.99882,United States,US,0,flexible,Private room,2004.0,839,$168 ,2.0,37.0,7/3/2019
186,456,LOCATION LOCATION LOCATION UWS 60's,61131560985,VERIFIED,Freddie,Manhattan,Upper West Side,40.77724,-73.98109,United States,US,1,flexible,Entire home/apt,2021.0,1126,$225 ,3.0,10.0,1/1/2019
187,457,In the heart of East Village,65849605461,VERIFIED,Adam,Manhattan,East Village,40.72972,-73.97995,United States,US,1,strict,Entire home/apt,2020.0,166,$33 ,2.0,103.0,6/24/2019
188,458,Sunny 15min to Manhattan LADY only,90186098837,VERIFIED,Honey,Queens,Sunnyside,40.74102,-73.91681,United States,US,0,moderate,Private room,2004.0,330,$66 ,40.0,41.0,6/1/2019
189,459,Surfer room 15mins to downtown NYC!,83903389887,VERIFIED,Eleanor,Brooklyn,Williamsburg,40.71309,-73.94128,United States,US,0,flexible,Private room,2018.0,225,$45 ,6.0,3.0,8/31/2014
190,460,Manhattan Penthouse-Max.12 guests,64685280889,UNCONFIRMED,Lydia,Manhattan,Harlem,40.83096,-73.94633,United States,US,1,strict,Entire home/apt,2010.0,839,$168 ,3.0,227.0,6/26/2019
191,473,Spacious Quiet rm - 20mins to Midtown,60243935879,UNCONFIRMED,Sarah,Manhattan,Washington Heights,40.84468,-73.94303,United States,US,1,strict,Private room,2016.0,409,$82 ,398.0,34.0,6/15/2019
192,478,Charming upper west side apartment,89878315253,UNCONFIRMED,Alen,Manhattan,Upper West Side,40.77886,-73.98042,United States,US,1,strict,Entire home/apt,2022.0,410,$82 ,-2.0,129.0,6/7/2019
193,479,Light-filled East Village Delight,11984398378,UNCONFIRMED,Dainton,Manhattan,East Village,40.72578,-73.97879,United States,US,0,moderate,Entire home/apt,2021.0,229,$46 ,3.0,147.0,6/30/2019
194,480,"Sunny, quiet, legal homelike suite-Pk Slope South",69029062217,UNCONFIRMED,Jessica,Brooklyn,South Slope,40.66085,-73.98537,United States,US,0,moderate,Entire home/apt,2017.0,1060,$212 ,28.0,101.0,7/1/2019
195,481,Spacious Duplex in Brownstone!,15494932228,VERIFIED,Lana,Manhattan,East Harlem,40.80113,-73.94503,United States,US,0,moderate,Entire home/apt,2006.0,1046,$209 ,2.0,11.0,1/2/2016
196,482,Lovely Vintage Haven—Heart of UWS,1640832963,VERIFIED,Valeria,Manhattan,Upper West Side,40.78569,-73.97581,United States,US,0,strict,Entire home/apt,2010.0,114,$23 ,65.0,11.0,10/15/2013
197,489,"Fort Greene, Brooklyn: Front Bedroom",88429217001,VERIFIED,Maria,Brooklyn,Fort Greene,40.68768,-73.97611,United States,US,0,moderate,Private room,2017.0,277,$55 ,2.0,35.0,7/2/2019
198,490,Gorgeous 1 bdrm in huge duplex!,80917711958,VERIFIED,Julian,Manhattan,Harlem,40.80224,-73.94558,United States,US,1,moderate,Private room,2016.0,424,$85 ,2.0,17.0,10/1/2015
199,491,"Sunny, cozy room in Lower East Side",84473709196,VERIFIED,Lucia,Manhattan,Lower East Side,40.71473,-73.98842,United States,US,0,flexible,Private room,2016.0,435,$87 ,3.0,3.0,2/15/2016
200,493,Cozy Pre-War Harlem Apartment,88013998883,VERIFIED,Daniel,Manhattan,Harlem,40.80827,-73.95329,United States,US,1,flexible,Shared room,2019.0,67,$13 ,3.0,168.0,7/6/2019
201,494,spacious studio,60622441965,VERIFIED,Edwin,Brooklyn,Greenpoint,40.72901,-73.95812,United States,US,1,strict,Private room,2012.0,590,$118 ,3.0,241.0,6/24/2019
202,495,"Elegant 2-BR duplex, Union Square",44367748174,VERIFIED,Albert,Manhattan,Gramercy,40.73476,-73.98452,United States,US,0,flexible,Entire home/apt,2016.0,365,$73 ,2.0,105.0,6/23/2019
203,496,Cozy private family home in Bushwick,84893152286,UNCONFIRMED,Adison,Brooklyn,Bushwick,40.69055,-73.92357,United States,US,1,strict,Entire home/apt,2011.0,314,$63 ,2.0,11.0,10/28/2018
204,497,Luxury 2Bed/2.5Bath Central Park View,96286267716,VERIFIED,Walter,Manhattan,Upper West Side,40.7735,-73.98697,United States,US,1,moderate,Entire home/apt,2003.0,1139,$228 ,30.0,30.0,5/5/2018
205,498,Cosy Sunny 1brm in Prospect Heights,17180989319,VERIFIED,Ted,Brooklyn,Crown Heights,40.67505,-73.95969,United States,US,0,moderate,Entire home/apt,2009.0,638,$128 ,3.0,31.0,10/23/2018
206,499,East Village bedroom w rooftop,17802908936,VERIFIED,Kate,Manhattan,East Village,40.72974,-73.98201,United States,US,0,moderate,Private room,2014.0,1051,$210 ,4.0,49.0,5/7/2019
207,500,Williamsburg Home Away From Home!,58444192906,UNCONFIRMED,Ned,Brooklyn,Williamsburg,40.70925,-73.95425,United States,US,0,flexible,Entire home/apt,2015.0,164,$33 ,4.0,23.0,4/13/2019
208,501,Brand New Beautiful Duplex Apartment with Garden,26436280092,VERIFIED,Chelsea,Brooklyn,Greenpoint,40.72315,-73.95226,United States,US,1,strict,Entire home/apt,2020.0,586,$117 ,2.0,20.0,6/24/2019
209,502,"PRIME, Luxury, Spacious 2 Bedroom Apt in Chelsea",29253854739,VERIFIED,Cherry,Manhattan,Chelsea,40.73939,-73.99612,United States,US,0,strict,Entire home/apt,2022.0,828,$166 ,10.0,18.0,6/24/2019
210,503,SPACIOUS ALCOVE STUDIO/ JUNIOR ONE,46404652822,UNCONFIRMED,Honey,Manhattan,Kips Bay,40.74112,-73.97686,United States,US,1,flexible,Entire home/apt,2005.0,600,$120 ,6.0,90.0,6/23/2019
211,504,High-end doorman bldg in the LES,58667832089,VERIFIED,Annabella,Manhattan,Lower East Side,40.72019,-73.98217,United States,US,1,moderate,Private room,2011.0,700,$140 ,2.0,99.0,6/27/2019
212,505,Spring & Mulberry 2 Bedroom Apartment,70418022717,VERIFIED,Lucia,Manhattan,Nolita,40.72133,-73.99666,United States,US,1,strict,Entire home/apt,2006.0,623,$125 ,1.0,6.0,6/28/2019
213,506,Ultra Modern NYC Garden Apartment,4056781803,VERIFIED,Steven,Queens,Astoria,40.75744,-73.92163,United States,US,1,moderate,Entire home/apt,2015.0,1135,$227 ,30.0,21.0,12/1/2018
214,507,Modern Garden Apartment in NYC,84486431830,VERIFIED,Adelaide,Queens,Astoria,40.75695,-73.9202,United States,US,0,strict,Entire home/apt,2013.0,331,$66 ,30.0,24.0,4/4/2019
215,508,Gorgeous Entire Manhattan Townhouse,26719503238,VERIFIED,James,Manhattan,Harlem,40.8296,-73.94651,United States,US,0,flexible,Entire home/apt,2014.0,271,$54 ,2.0,111.0,6/2/2019
216,509,Cozy studio Apartment in Upper East,30563131860,UNCONFIRMED,Kimberly,Manhattan,East Harlem,40.79056,-73.9468,United States,US,0,strict,Entire home/apt,2014.0,217,$43 ,2.0,86.0,6/20/2019
217,510,Historic classic central cozy Village clean NYU,75745621560,UNCONFIRMED,Maximilian,Manhattan,West Village,40.73631,-73.99977,United States,US,0,moderate,Entire home/apt,2020.0,613,$123 ,15.0,66.0,4/29/2019
218,511,A PRIVATE FLAT / APARTMENT- $SPECIAL$,25554233693,UNCONFIRMED,Alford,Bronx,Allerton,40.86466,-73.85709,United States,US,0,strict,Entire home/apt,2008.0,73,$15 ,2.0,271.0,6/20/2019
219,512,Williamsburg bedroom by Bedford Ave,45711651598,UNCONFIRMED,Lana,Brooklyn,Williamsburg,40.71312,-73.96199,United States,US,1,flexible,Private room,2008.0,1057,$211 ,2.0,227.0,6/18/2019
220,513,Clean and bright with a comfortable atmosphere,50368029517,UNCONFIRMED,Henry,Brooklyn,Williamsburg,40.71297,-73.94336,United States,US,1,flexible,Private room,2005.0,546,$109 ,4.0,80.0,7/6/2019
221,514,WEST VILLAGE LRG CLEAN SUNNY PRIVATE BDRM,55683633907,UNCONFIRMED,Reid,Manhattan,West Village,40.73712,-74.00166,United States,US,1,moderate,Private room,2004.0,88,$18 ,30.0,5.0,12/3/2018
222,515,Historic Brooklyn Studio Apartment,64185966058,UNCONFIRMED,Miley,Brooklyn,Bedford-Stuyvesant,40.69242,-73.95097,United States,US,0,strict,Entire home/apt,2012.0,833,$167 ,2.0,187.0,6/10/2019
223,521,Room in Chic Modern High Line Luxury- New!,20510598547,VERIFIED,Adrian,Manhattan,Chelsea,40.74695,-74.00454,United States,US,0,moderate,Private room,2011.0,440,$88 ,4.0,1.0,4/20/2014
224,522,Family & Friends in New York City,9750353852,UNCONFIRMED,Emma,Brooklyn,East New York,40.67497,-73.87305,United States,US,1,moderate,Entire home/apt,2011.0,1181,$236 ,3.0,177.0,6/29/2019
225,523,Spacious & Comfy BK Brownstone,57100781847,VERIFIED,Leonardo,Brooklyn,Crown Heights,40.66788,-73.94813,United States,US,0,flexible,Entire home/apt,2010.0,923,$185 ,4.0,90.0,6/30/2019
226,524,Large Luxury Upper East Side Studio,11373673042,VERIFIED,Cadie,Manhattan,Upper East Side,40.76684,-73.95944,United States,US,1,flexible,Entire home/apt,2014.0,858,$172 ,7.0,39.0,7/7/2019
227,525,Chateau Style Brooklyn Loft for Singles or Couples,2631536622,VERIFIED,Carlos,Brooklyn,Bedford-Stuyvesant,40.68967,-73.95445,United States,US,0,moderate,Entire home/apt,2022.0,413,$83 ,-3.0,42.0,5/18/2019
228,526,Lovely Brooklyn Brownstone 1BR!,42425649793,UNCONFIRMED,Victoria,Brooklyn,Prospect Heights,40.67946,-73.96501,United States,US,1,strict,Entire home/apt,2013.0,972,$194 ,3.0,33.0,5/8/2019
229,527,Beautiful Grdn. Apt. in Park Slope,72815720692,VERIFIED,Cherry,Brooklyn,Park Slope,40.66944,-73.98083,United States,US,1,strict,Entire home/apt,2005.0,346,$69 ,3.0,179.0,5/29/2019
230,528,Sun-drenched East Village Penthouse,7807627593,VERIFIED,Oliver,Manhattan,East Village,40.72566,-73.97748,United States,US,0,flexible,Private room,2010.0,152,$30 ,3.0,81.0,3/28/2019
231,529,Columbus Circle Luxury Bldg - Private Room&Bath,86417259099,VERIFIED,Derek,Manhattan,Hell's Kitchen,40.7709,-73.99181,United States,US,0,moderate,Private room,2021.0,619,$124 ,28.0,43.0,6/29/2019
232,530,Bright Private Bedroom in Williamsburg (Bedford L),37330490857,UNCONFIRMED,Ellia,Brooklyn,Williamsburg,40.71943,-73.95958,United States,US,0,strict,Private room,2003.0,557,$111 ,30.0,52.0,10/31/2018
233,531,"Spacious, Kid-Friendly, and 15-20 Mins. to Midtown",87906989685,UNCONFIRMED,Amelia,Queens,Sunnyside,40.74249,-73.92466,United States,US,1,strict,Private room,2010.0,177,$35 ,2.0,160.0,6/25/2019
